Geo_NAME,Geo_QName,Geo_FIPS,Geo_SUMLEV,Geo_GEOCOMP,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUNTYSC,Geo_COUSUB,Geo_TRACT,SE_T001_001,SE_T003_002,SE_T003_001,SE_T003_003,SE_T004_001,SE_T004_002,SE_T004_003,SE_T005_001,SE_T005_002,SE_T005_003,SE_T008_001,SE_T008_002,SE_T008_003,SE_T008_004,SE_T008_005,SE_T008_006,SE_T008_007,SE_T008_008,SE_T008_009,SE_T008_010,SE_T008_011,SE_T008_012,SE_T008_013,SE_T014_001,SE_T014_002,SE_T014_003,SE_T014_004,SE_T014_005,SE_T014_006,SE_T014_007,SE_T014_008,SE_T020_001,SE_T020_002,SE_T020_003,SE_T020_004,SE_T020_005,SE_T020_006,SE_T020_007,SE_T020_008,SE_T020_009,SE_T025_001,SE_T025_002,SE_T025_003,SE_T025_004,SE_T025_005,SE_T025_006,SE_T025_007,SE_T025_008,SE_T025_009,SE_T025_010,SE_T025_011,SE_T025_012,SE_T025_013,SE_T025_014,SE_T025_015,SE_T025_016,SE_T025_017,SE_T025_018,SE_T069_001,SE_T069_002,SE_T069_003,SE_T069_004,SE_T069_005,SE_T069_006,SE_T069_007,SE_T073_001,SE_T073_002,SE_T073_003,SE_T093_001,SE_T155_001,SE_T156_001,SE_T156_002,SE_T156_003,SE_T185_001,SE_T185_002,SE_T185_003,SE_T185_004,SE_T185_005
"Census Tract 305.01","Census Tract 305.01, King County, Washington","53033030501","140","00","91","53","033","21",,"030501",1959,1959,441.4657,4.43749121617552,4.437491,4.437491,0,1959,972,987,1959,77,85,100,56,180,264,317,212,199,227,190,52,1959,1613,39,30,49,5,161,62,1071,373,246,127,43,84,698,334,364,1913,1863,1047,359,248,319,48,15,0,9,49,816,619,87,110,50,50,0,1639,755,0,755,707,48,884,755,707,48,17643,1138,1071,322,749,1850,597,500,1097,753
"Census Tract 305.03","Census Tract 305.03, King County, Washington","53033030503","140","00","91","53","033","21",,"030503",3745,3745,2839.96,1.31868062709171,1.318681,1.318681,0,3745,1794,1951,3745,277,253,161,84,403,627,544,379,320,261,300,136,3745,3159,105,48,121,29,122,161,1644,889,548,341,92,249,755,403,352,3904,3631,2724,954,680,878,88,16,13,18,77,907,521,165,221,273,107,166,3130,2076,0,2076,1893,183,1054,2076,1893,183,36702,1695,1644,514,1130,3774,430,880,1310,2464
"Census Tract 305.04","Census Tract 305.04, King County, Washington","53033030504","140","00","91","53","033","21",,"030504",4657,4657,7848.862,0.593334409271394,0.5933344,0.5933344,0,4657,2296,2361,4657,332,305,306,181,511,674,631,562,400,359,332,64,4657,3721,137,58,224,43,271,203,1989,1186,825,361,100,261,803,344,459,4657,4648,3630,1171,829,1300,41,78,25,12,174,1018,622,198,198,9,0,9,3705,2187,0,2187,2105,82,1518,2187,2105,82,38590,2047,1989,1052,937,4648,763,703,1466,3182
"Census Tract 306","Census Tract 306, King County, Washington","53033030600","140","00","91","53","033","21",,"030600",5075,5075,3826.319,1.32634012203918,1.32634,1.32634,0,5075,2542,2533,5075,379,355,352,216,453,767,825,684,444,310,215,75,5075,4422,73,69,147,21,114,229,2081,1290,889,401,114,287,791,384,407,5075,5060,4045,1271,939,1495,59,44,17,88,132,1015,626,162,227,15,0,15,3920,2610,0,2610,2436,174,1310,2610,2436,174,41143,2141,2081,1165,916,5075,641,752,1393,3682
"Census Tract 307","Census Tract 307, King County, Washington","53033030700","140","00","91","53","033","21",,"030700",3845,3845,6452.315,0.595910096880758,0.5959101,0.5959101,0,3845,1851,1994,3845,270,297,290,183,416,597,604,461,257,216,184,70,3845,3163,93,69,156,23,114,227,1573,922,591,331,96,235,651,332,319,3845,3768,2928,891,614,1094,26,42,24,79,158,840,514,161,165,77,0,77,2934,1970,0,1970,1792,178,964,1970,1792,178,33214,1650,1573,598,975,3820,566,1128,1694,2126
"Census Tract 308.01","Census Tract 308.01, King County, Washington","53033030801","140","00","91","53","033","21",,"030801",5958,5958,2215.227,2.68956612926392,2.689566,2.689566,0,5958,2928,3030,5958,553,541,443,241,614,1002,986,637,427,240,198,76,5958,4851,156,144,126,32,334,315,2228,1382,828,554,142,412,846,449,397,5958,5808,4746,1411,838,1940,108,92,11,114,232,1062,629,195,238,150,90,60,4294,3124,0,3124,2924,200,1170,3124,2924,200,34010,2366,2228,1259,969,5862,984,1830,2814,3048
"Census Tract 308.02","Census Tract 308.02, King County, Washington","53033030802","140","00","91","53","033","21",,"030802",3699,3699,7010.679,0.527623680109715,0.5276237,0.5276237,0,3699,1864,1835,3699,298,309,329,162,357,576,629,455,268,213,94,9,3699,3081,76,134,96,10,157,145,1369,962,677,285,85,200,407,250,157,3699,3699,3225,990,673,1209,27,73,4,95,154,474,292,96,86,0,0,0,2728,1925,0,1925,1836,89,803,1925,1836,89,43077,1460,1369,737,632,3699,358,769,1127,2572
"Census Tract 309.01","Census Tract 309.01, King County, Washington","53033030901","140","00","91","53","033","21",,"030901",2940,2940,2349.101,1.25154247818909,1.251542,1.251542,0,2940,1499,1441,2940,217,288,279,164,206,419,639,359,199,109,44,17,2940,2500,33,46,178,3,69,111,985,767,569,198,75,123,218,144,74,2940,2936,2627,772,601,975,67,39,29,56,88,309,161,58,90,4,0,4,2121,1557,0,1557,1435,122,564,1557,1435,122,50639,1020,985,775,210,2910,115,501,616,2294
"Census Tract 309.02","Census Tract 309.02, King County, Washington","53033030902","140","00","91","53","033","21",,"030902",4651,4651,3041.89,1.52898353197003,1.530228,1.528983,0.001244021,4651,2317,2334,4651,411,424,390,201,457,797,891,566,266,162,72,14,4651,3931,83,85,221,11,147,173,1697,1216,822,394,129,265,481,282,199,4651,4643,4001,1224,828,1538,60,25,30,33,263,642,348,135,159,8,0,8,3403,2584,14,2570,2363,207,819,2570,2363,207,45313,1782,1697,918,779,4598,553,502,1055,3543
"Census Tract 310","Census Tract 310, King County, Washington","53033031000","140","00","91","53","033","21",,"031000",3112,3112,639.1179,4.86921136314145,4.869211,4.869211,0,3112,1592,1520,3112,282,304,290,163,174,376,747,489,183,68,29,7,3112,2683,67,19,183,13,17,130,1005,850,779,71,23,48,155,83,72,3084,3084,2895,865,784,1099,25,13,41,30,38,189,122,30,37,0,0,0,2167,1658,0,1658,1599,59,509,1658,1599,59,74926,1024,1005,976,29,3084,42,92,134,2950
"Census Tract 311","Census Tract 311, King County, Washington","53033031100","140","00","91","53","033","21",,"031100",6657,6657,2322.841,2.86588663731261,2.871697,2.865887,0.005810838,6657,3338,3319,6657,533,473,455,288,648,1007,1028,888,660,375,242,60,6657,5409,183,398,179,19,185,284,2625,1753,1272,481,139,342,872,470,402,6657,6641,5452,1747,1326,1914,85,49,14,97,220,1189,644,241,304,16,0,16,5072,3425,10,3415,3198,217,1647,3415,3198,217,42184,2698,2625,1656,969,6617,605,1105,1710,4907
"Census Tract 312.02","Census Tract 312.02, King County, Washington","53033031202","140","00","91","53","033","21",,"031202",6129,6129,234.7001,26.1141812240057,26.17313,26.11418,0.05894506,6129,3076,3053,6129,329,531,596,400,453,555,1073,1025,676,297,143,51,6129,4908,27,888,60,15,86,145,1995,1637,1371,266,88,178,358,199,159,6040,6025,5591,1663,1407,2043,146,18,46,153,115,434,284,74,76,15,8,7,4488,2989,14,2975,2854,121,1499,2975,2854,121,61726,2044,1995,1638,357,6013,535,612,1147,4866
"Census Tract 312.04","Census Tract 312.04, King County, Washington","53033031204","140","00","91","53","033","21",,"031204",5812,5812,408.3194,14.2339562963226,14.30929,14.23396,0.07533549,5812,3025,2787,5812,314,471,548,317,350,579,1152,1133,592,214,112,30,5812,5415,47,65,98,9,29,149,1987,1626,1403,223,84,139,361,223,138,5812,5806,5357,1616,1390,2035,42,32,52,47,143,449,251,99,99,6,0,6,4345,3126,9,3117,3011,106,1219,3117,3011,106,69950,2023,1987,1826,161,5786,173,482,655,5131
"Census Tract 312.05","Census Tract 312.05, King County, Washington","53033031205","140","00","91","53","033","21",,"031205",3893,3893,1665.46,2.33749229726161,2.337492,2.337492,0,3893,1954,1939,3893,306,350,347,208,303,575,806,537,265,122,58,16,3893,3405,84,28,212,9,32,123,1303,1018,849,169,54,115,285,143,142,3893,3893,3455,1008,785,1446,26,50,50,63,27,438,187,114,137,0,0,0,2805,2129,0,2129,2061,68,676,2129,2061,68,64178,1359,1303,1108,195,3882,176,355,531,3351
"Census Tract 312.06","Census Tract 312.06, King County, Washington","53033031206","140","00","91","53","033","21",,"031206",4363,4363,3051.429,1.42982206867368,1.429822,1.429822,0,4363,2151,2212,4363,372,430,437,204,510,698,797,531,242,108,27,7,4363,3668,103,55,161,4,134,238,1487,1115,837,278,81,197,372,200,172,4363,4350,3775,1122,876,1511,38,27,8,71,122,575,231,138,206,13,0,13,3032,2343,0,2343,2206,137,689,2343,2206,137,61581,1531,1487,990,497,4318,385,343,728,3590
"Census Tract 313.01","Census Tract 313.01, King County, Washington","53033031301","140","00","91","53","033","21",,"031301",2570,2570,198.6526,12.9371549211811,12.93715,12.93715,0,2570,1298,1272,2570,130,182,227,136,193,250,458,391,331,171,85,16,2570,2357,5,30,30,2,74,72,900,728,634,94,37,57,172,78,94,2659,2659,2442,739,632,982,21,8,9,24,27,217,111,44,62,0,0,0,2061,1442,0,1442,1320,122,619,1442,1320,122,63947,939,900,762,138,2639,91,204,295,2344
"Census Tract 313.02","Census Tract 313.02, King County, Washington","53033031302","140","00","91","53","033","21",,"031302",4553,4553,1076.835,4.22813040060417,4.22813,4.22813,0,4553,2170,2383,4553,367,419,446,220,305,581,816,515,305,288,231,60,4553,4266,13,46,26,3,62,137,1702,1219,955,264,83,181,483,166,317,4553,4547,3984,1208,972,1588,57,61,7,14,77,563,425,64,74,6,0,6,3251,2091,0,2091,1958,133,1160,2091,1958,133,46250,1750,1702,1258,444,4525,309,712,1021,3504
"Census Tract 314","Census Tract 314, King County, Washington","53033031400","140","00","91","53","033","21",,"031400",6185,6185,2522.601,2.45183491197643,2.451835,2.451835,0,6185,2969,3216,6185,403,461,522,312,504,780,1054,807,412,295,377,258,6185,5873,16,55,31,6,56,148,2381,1537,1185,352,108,244,844,354,490,6185,5936,4956,1545,1234,1865,58,20,27,42,165,980,710,118,152,249,104,145,4715,2976,0,2976,2787,189,1739,2976,2787,189,46853,2468,2381,1508,873,6014,425,768,1193,4821
"Census Tract 315.01","Census Tract 315.01, King County, Washington","53033031501","140","00","91","53","033","21",,"031501",3224,3224,51.39528,62.7295014494276,63.1121,62.7295,0.3825971,3224,1697,1527,3224,160,279,302,163,195,335,723,613,270,115,59,10,3224,3074,15,31,12,3,19,70,1164,866,746,120,48,72,298,202,96,3225,3225,2897,913,785,1054,18,14,34,13,66,328,193,64,71,0,0,0,2424,1933,0,1933,1864,69,491,1933,1864,69,55597,1221,1164,978,186,3215,181,290,471,2744
"Census Tract 315.02","Census Tract 315.02, King County, Washington","53033031502","140","00","91","53","033","21",,"031502",4035,4035,10.15075,397.507373779338,399.7992,397.5074,2.29186,4035,2023,2012,4035,216,305,386,223,302,352,788,631,376,241,165,50,4035,3796,10,32,49,5,51,92,1492,1081,904,177,54,123,411,214,197,4034,4034,3487,1045,873,1331,23,9,25,37,144,547,346,94,107,0,0,0,3045,2043,0,2043,1964,79,1002,2043,1964,79,56373,1553,1492,1137,355,3989,324,393,717,3272
"Census Tract 316.01","Census Tract 316.01, King County, Washington","53033031601","140","00","91","53","033","21",,"031601",4353,4353,770.1624,5.65205475855487,5.76814,5.652055,0.1160855,4353,2201,2152,4353,224,384,438,240,263,366,931,825,397,185,84,16,4353,4060,33,19,90,13,50,88,1463,1254,1135,119,38,81,209,123,86,4353,4353,4114,1259,1103,1558,68,5,15,32,74,239,155,42,42,0,0,0,3242,2158,0,2158,2091,67,1084,2158,2091,67,76102,1492,1463,1376,87,4349,68,310,378,3971
"Census Tract 316.02","Census Tract 316.02, King County, Washington","53033031602","140","00","91","53","033","21",,"031602",5553,5553,729.9615,7.60725068996459,8.086126,7.607251,0.4788756,5553,2828,2725,5553,532,507,463,243,346,893,1122,769,403,167,91,17,5553,5079,26,70,96,11,80,191,1875,1591,1383,208,76,132,284,155,129,5553,5553,5174,1582,1419,2060,17,6,39,0,51,379,213,75,91,0,0,0,3991,3083,0,3083,3028,55,908,3083,3028,55,71071,1945,1875,1725,150,5526,68,359,427,5099
"Census Tract 316.03","Census Tract 316.03, King County, Washington","53033031603","140","00","91","53","033","21",,"031603",3252,3252,147.9197,21.9848972273231,22.19666,21.9849,0.2117628,3252,1671,1581,3252,214,278,288,157,209,460,649,491,252,142,85,27,3252,3065,4,33,29,3,21,97,1188,886,736,150,45,105,302,179,123,3352,3352,3015,915,830,1155,13,26,0,32,44,337,244,46,47,0,0,0,2467,1713,0,1713,1665,48,754,1713,1665,48,60262,1240,1188,1062,126,3352,119,413,532,2820
"Census Tract 317.02","Census Tract 317.02, King County, Washington","53033031702","140","00","91","53","033","21",,"031702",6307,6307,1793.819,3.51596262222064,3.515963,3.515963,0,6307,3249,3058,6307,426,594,650,368,426,813,1354,932,442,207,75,20,6307,5654,108,64,194,15,75,197,2023,1721,1453,268,93,175,302,190,112,6307,6307,5869,1718,1518,2443,42,0,38,15,95,438,214,95,129,0,0,0,4490,3339,0,3339,3173,166,1151,3339,3173,166,67321,2058,2023,1821,202,6302,272,579,851,5451
"Census Tract 317.03","Census Tract 317.03, King County, Washington","53033031703","140","00","91","53","033","21",,"031703",6678,6678,2343.678,2.84936725575563,3.06751,2.849367,0.2181423,6678,3285,3393,6678,387,497,566,356,425,709,1165,1141,728,412,240,52,6678,5678,158,47,435,14,88,258,2453,1859,1560,299,75,224,594,290,304,6678,6678,5949,1873,1655,2087,112,12,60,67,83,729,482,99,148,0,0,0,5162,3553,9,3544,3440,104,1609,3544,3440,104,65845,2522,2453,2191,262,6655,317,486,803,5852
"Census Tract 317.04","Census Tract 317.04, King County, Washington","53033031704","140","00","91","53","033","21",,"031704",4003,4003,1766.706,2.2657981426941,2.265798,2.265798,0,4003,1981,2022,4003,341,388,330,181,343,650,800,487,231,129,95,28,4003,3159,213,35,339,17,90,150,1376,1057,840,217,71,146,319,175,144,3903,3857,3219,1011,822,1215,0,23,44,44,60,638,204,146,288,46,0,46,2861,2136,17,2119,1977,142,725,2119,1977,142,57271,1413,1376,936,440,3829,134,303,437,3392
"Census Tract 318","Census Tract 318, King County, Washington","53033031800","140","00","91","53","033","21",,"031800",3943,3943,404.137,9.75659269463797,10.89496,9.756593,1.13837,3943,2007,1936,3943,189,282,327,200,267,323,680,784,522,248,108,13,3943,3558,43,13,163,20,41,105,1395,1146,1020,126,43,83,249,143,106,3943,3943,3632,1134,1026,1225,50,20,5,54,118,311,188,62,61,0,0,0,3109,2103,0,2103,2011,92,1006,2103,2011,92,65758,1427,1395,1262,133,3937,95,274,369,3568
"Census Tract 319.03","Census Tract 319.03, King County, Washington","53033031903","140","00","91","53","033","21",,"031903",6003,6003,1317.364,4.55682883472819,4.556829,4.556829,0,6003,3026,2977,6003,341,427,495,319,396,635,1132,959,750,340,166,43,6003,5430,102,64,157,10,100,140,2162,1685,1404,281,81,200,477,275,202,6003,6003,5358,1678,1390,1850,129,45,33,94,139,645,370,123,152,0,0,0,4653,3226,0,3226,3128,98,1427,3226,3128,98,62484,2212,2162,1968,194,5958,428,557,985,4973
"Census Tract 319.04","Census Tract 319.04, King County, Washington","53033031904","140","00","91","53","033","21",,"031904",3524,3524,485.1726,7.26339427055261,7.351109,7.263394,0.08771469,3524,1803,1721,3524,209,271,312,188,227,368,746,650,370,119,48,16,3524,3287,41,30,68,4,20,74,1191,980,850,130,46,84,211,117,94,3524,3449,3189,978,804,1229,28,31,12,18,89,260,151,51,58,75,0,75,2699,1938,0,1938,1864,74,761,1938,1864,74,71012,1213,1191,1121,70,3521,140,123,263,3258
"Census Tract 319.06","Census Tract 319.06, King County, Washington","53033031906","140","00","91","53","033","21",,"031906",2670,2670,646.3481,4.1309006064893,4.353229,4.1309,0.2223284,2670,1367,1303,2670,173,197,225,130,137,268,543,481,294,132,73,17,2670,2318,36,38,183,5,23,67,932,765,682,83,31,52,167,104,63,2670,2659,2406,754,667,807,49,15,21,54,39,253,123,47,83,11,0,11,2028,1439,0,1439,1416,23,589,1439,1416,23,76726,953,932,869,63,2654,56,149,205,2449
"Census Tract 319.07","Census Tract 319.07, King County, Washington","53033031907","140","00","91","53","033","21",,"031907",5635,5635,2680.288,2.1023858025597,2.102386,2.102386,0,5635,2827,2808,5635,347,395,425,297,370,593,1044,1032,703,290,110,29,5635,4256,257,23,852,8,38,201,1995,1630,1433,197,61,136,365,178,187,5686,5686,5242,1682,1500,1781,59,19,40,68,93,444,261,83,100,0,0,0,4452,3373,0,3373,3252,121,1079,3373,3252,121,78079,2021,1995,1862,133,5673,162,260,422,5251
"Census Tract 319.08","Census Tract 319.08, King County, Washington","53033031908","140","00","91","53","033","21",,"031908",4419,4419,6386.45,0.691933707800963,0.6919337,0.6919337,0,4419,2141,2278,4419,317,332,336,154,463,733,784,607,344,210,126,13,4419,3305,316,15,466,14,82,221,1848,1175,848,327,70,257,673,353,320,4419,4419,3557,1175,816,1347,40,38,32,8,101,862,511,163,188,0,0,0,3399,2527,13,2514,2443,71,872,2514,2443,71,49914,1940,1848,868,980,4411,412,607,1019,3392
"Census Tract 319.09","Census Tract 319.09, King County, Washington","53033031909","140","00","91","53","033","21",,"031909",2815,2815,3645.813,0.772118635298696,0.7721186,0.7721186,0,2815,1423,1392,2815,155,226,248,182,231,282,529,566,235,115,37,9,2815,2114,94,10,442,19,29,107,990,756,643,113,36,77,234,119,115,2764,2764,2460,706,616,1008,36,0,29,28,37,304,198,51,55,0,0,0,2003,1474,0,1474,1422,52,529,1474,1422,52,75153,1015,990,751,239,2754,49,119,168,2586
"Census Tract 320.02","Census Tract 320.02, King County, Washington","53033032002","140","00","91","53","033","21",,"032002",2905,2905,272.9032,10.6447991264824,10.72751,10.6448,0.08271506,2905,1503,1402,2905,157,210,211,146,189,256,571,577,312,177,81,18,2905,2717,30,14,57,2,16,69,1056,835,734,101,48,53,221,139,82,3038,3038,2700,894,791,788,49,38,14,75,51,338,185,76,77,0,0,0,2498,1759,0,1759,1678,81,739,1759,1678,81,70353,1089,1056,927,129,3038,117,171,288,2750
"Census Tract 320.03","Census Tract 320.03, King County, Washington","53033032003","140","00","91","53","033","21",,"032003",4802,4802,102.0506,47.0550844251016,47.16905,47.05508,0.1139646,4802,2459,2343,4802,249,383,454,264,294,392,960,956,481,239,102,28,4802,4584,22,33,48,8,22,85,1660,1355,1203,152,69,83,305,192,113,4669,4669,4393,1315,1197,1637,60,21,28,64,71,276,209,38,29,0,0,0,3434,2375,0,2375,2308,67,1059,2375,2308,67,80268,1701,1660,1483,177,4669,132,259,391,4278
"Census Tract 320.05","Census Tract 320.05, King County, Washington","53033032005","140","00","91","53","033","21",,"032005",7100,7100,2895.819,2.45181097364158,2.451811,2.451811,0,7100,3573,3527,7100,626,747,754,396,514,1145,1522,846,369,117,56,8,7100,6157,227,74,188,21,158,275,2239,1855,1515,340,94,246,384,237,147,7100,7100,6571,1876,1611,2725,119,23,14,52,151,529,263,110,156,0,0,0,4842,3844,11,3833,3707,126,998,3833,3707,126,60602,2276,2239,1989,250,7043,215,644,859,6184
"Census Tract 320.06","Census Tract 320.06, King County, Washington","53033032006","140","00","91","53","033","21",,"032006",4097,4097,1388.409,2.95085923178022,2.950859,2.950859,0,4097,2098,1999,4097,206,320,452,276,271,364,786,769,380,173,86,14,4097,3755,28,38,105,1,55,115,1343,1156,1029,127,40,87,187,104,83,4097,4085,3830,1155,1047,1499,22,0,6,41,60,255,142,44,69,12,0,12,3034,2181,0,2181,2097,84,853,2181,2097,84,76515,1377,1343,1261,82,4082,89,98,187,3895
"Census Tract 320.07","Census Tract 320.07, King County, Washington","53033032007","140","00","91","53","033","21",,"032007",3255,3255,724.9142,4.49018682712043,4.533658,4.490187,0.04347124,3255,1592,1663,3255,238,318,299,163,237,372,693,477,257,124,67,10,3255,2950,47,23,92,3,47,93,1126,919,757,162,39,123,207,128,79,3206,3206,2847,871,739,1097,44,11,0,27,58,359,212,70,77,0,0,0,2332,1668,0,1668,1554,114,664,1668,1554,114,53578,1162,1126,873,253,3199,89,539,628,2571
"Census Tract 320.08","Census Tract 320.08, King County, Washington","53033032008","140","00","91","53","033","21",,"032008",4099,4099,4608.678,0.889409140119568,0.9475055,0.8894091,0.05809641,4099,2085,2014,4099,296,393,413,214,231,571,924,623,271,89,57,17,4099,3736,63,19,62,4,51,164,1386,1123,965,158,50,108,263,145,118,4148,4148,3863,1153,1102,1491,32,34,7,31,13,285,144,64,77,0,0,0,2910,2249,0,2249,2125,124,661,2249,2125,124,63622,1426,1386,1301,85,4148,115,120,235,3913
"Census Tract 320.09","Census Tract 320.09, King County, Washington","53033032009","140","00","91","53","033","21",,"032009",5592,5592,1773.103,3.1537926044445,3.252963,3.153793,0.09916995,5592,2757,2835,5592,534,570,522,231,267,937,1256,651,342,173,91,18,5592,5125,54,44,149,12,56,152,1930,1581,1373,208,50,158,349,188,161,5592,5592,5149,1560,1423,1993,5,14,38,42,74,443,263,88,92,0,0,0,3885,2837,0,2837,2819,18,1048,2837,2819,18,74340,1968,1930,1668,262,5583,134,182,316,5267
"Census Tract 321.02","Census Tract 321.02, King County, Washington","53033032102","140","00","91","53","033","21",,"032102",4566,4566,148.4098,30.7661595343299,30.78922,30.76616,0.02306459,4566,2302,2264,4566,256,337,362,229,221,413,872,935,542,268,106,25,4566,4304,22,33,51,8,38,110,1668,1320,1203,117,46,71,348,185,163,4566,4500,4049,1324,1132,1409,68,11,29,31,45,451,258,84,109,66,0,66,3533,2473,0,2473,2400,73,1060,2473,2400,73,79466,1767,1668,1540,128,4556,274,208,482,4074
"Census Tract 321.03","Census Tract 321.03, King County, Washington","53033032103","140","00","91","53","033","21",,"032103",4452,4452,2749.772,1.61904302259315,1.619043,1.619043,0,4452,2124,2328,4452,262,255,240,183,372,770,853,690,334,204,200,89,4452,3982,32,33,191,1,89,124,2032,1108,820,288,69,219,924,389,535,4452,4386,3292,1124,809,1106,14,90,0,60,89,1094,741,174,179,66,0,66,3676,2836,0,2836,2710,126,840,2836,2710,126,50462,2133,2032,1028,1004,4452,299,538,837,3615
"Census Tract 321.04","Census Tract 321.04, King County, Washington","53033032104","140","00","91","53","033","21",,"032104",5981,5981,689.4355,8.67521239480646,8.675213,8.675213,0,5981,2886,3095,5981,328,415,411,248,405,803,1121,1003,578,339,212,118,5981,5475,48,33,177,12,72,164,2409,1598,1321,277,63,214,811,378,433,5981,5817,4725,1587,1440,1500,37,6,21,44,90,1092,608,209,275,164,142,22,4724,3279,8,3271,3201,70,1445,3271,3201,70,68014,2493,2409,1474,935,5796,225,564,789,5007
"Census Tract 322.03","Census Tract 322.03, King County, Washington","53033032203","140","00","91","53","033","21",,"032203",5104,5104,1309.901,3.89647751263712,5.409933,3.896477,1.513455,5104,2618,2486,5104,317,335,434,325,324,585,969,1102,459,151,83,20,5104,4650,26,45,226,11,33,113,1828,1472,1314,158,55,103,356,210,146,5104,5104,4703,1510,1357,1634,39,19,13,53,78,401,269,59,73,0,0,0,3912,2910,10,2900,2863,37,1002,2900,2863,37,93171,1947,1828,1562,266,5104,48,149,197,4907
"Census Tract 322.07","Census Tract 322.07, King County, Washington","53033032207","140","00","91","53","033","21",,"032207",2815,2815,1580.903,1.78062755503114,2.189575,1.780628,0.4089471,2815,1378,1437,2815,188,260,271,142,134,212,579,555,278,121,65,10,2815,2535,15,5,201,0,11,48,945,814,745,69,21,48,131,53,78,2869,2869,2682,796,722,986,0,23,10,118,27,187,88,52,47,0,0,0,2041,1325,0,1325,1316,9,716,1325,1316,9,92483,990,945,882,63,2869,40,144,184,2685
"Census Tract 322.08","Census Tract 322.08, King County, Washington","53033032208","140","00","91","53","033","21",,"032208",4356,4356,1023.75,4.25494365224858,4.758471,4.254944,0.5035266,4356,1920,2436,4356,217,302,293,137,203,302,645,546,310,412,712,277,4356,3962,33,12,245,9,16,79,1881,1116,1042,74,22,52,765,163,602,4356,4164,3306,1126,1120,1014,0,6,0,13,27,858,710,62,86,192,121,71,3485,1590,0,1590,1565,25,1895,1590,1565,25,66193,2074,1881,1478,403,4164,124,137,261,3903
"Census Tract 322.09","Census Tract 322.09, King County, Washington","53033032209","140","00","91","53","033","21",,"032209",7939,7939,761.7784,10.4216652741248,10.5475,10.42167,0.1258373,7939,4025,3914,7939,860,890,811,350,284,972,1893,1213,417,148,74,27,7939,6838,79,11,739,8,45,219,2423,2215,2095,120,30,90,208,114,94,7872,7872,7579,2235,2189,3053,13,11,22,0,56,293,143,74,76,0,0,0,5298,3873,0,3873,3799,74,1425,3873,3799,74,115017,2613,2423,2337,86,7872,16,266,282,7590
"Census Tract 322.10","Census Tract 322.10, King County, Washington","53033032210","140","00","91","53","033","21",,"032210",2046,2046,127.1546,16.0906475242356,16.09065,16.09065,0,2046,1049,997,2046,154,170,149,85,115,275,419,372,181,74,42,10,2046,1913,4,14,54,5,20,36,739,602,529,73,34,39,137,79,58,2059,2059,1903,597,523,699,0,6,15,13,50,156,83,32,41,0,0,0,1480,901,0,901,882,19,579,901,882,19,83280,918,739,627,112,2050,32,213,245,1805
"Census Tract 322.11","Census Tract 322.11, King County, Washington","53033032211","140","00","91","53","033","21",,"032211",5002,5002,4247.346,1.17767649888725,1.177676,1.177676,0,5002,2470,2532,5002,475,573,520,258,236,584,1213,704,257,115,61,6,5002,4033,30,18,692,1,46,182,1636,1378,1203,175,42,133,258,112,146,5002,5002,4686,1405,1170,1962,11,34,6,21,77,316,200,44,72,0,0,0,3384,2464,0,2464,2430,34,920,2464,2430,34,84521,1685,1636,1302,334,4991,338,292,630,4361
"Census Tract 322.12","Census Tract 322.12, King County, Washington","53033032212","140","00","91","53","033","21",,"032212",7976,7976,6664.42,1.19680322843195,1.21325,1.196803,0.01644679,7976,3917,4059,7976,835,905,750,345,330,1286,1969,997,315,156,78,10,7976,6231,80,12,1300,19,74,260,2719,2183,1894,289,60,229,536,262,274,7976,7976,7332,2222,2010,3026,0,28,11,9,26,644,420,108,116,0,0,0,5352,4257,7,4250,4115,135,1095,4250,4115,135,84751,2817,2719,2092,627,7969,168,249,417,7552
"Census Tract 323.07","Census Tract 323.07, King County, Washington","53033032307","140","00","91","53","033","21",,"032307",6771,6771,1491.957,4.53833415444396,4.635114,4.538334,0.0967796,6771,3405,3366,6771,417,575,745,404,408,579,1328,1456,575,173,95,16,6771,6201,45,30,205,13,88,189,2163,1915,1697,218,69,149,248,129,119,6771,6771,6372,1904,1664,2526,39,44,56,67,72,399,182,73,144,0,0,0,4828,3472,0,3472,3397,75,1356,3472,3397,75,84112,2193,2163,2040,123,6759,285,298,583,6176
"Census Tract 323.09","Census Tract 323.09, King County, Washington","53033032309","140","00","91","53","033","21",,"032309",3616,3616,1553.811,2.32718105257631,2.327181,2.327181,0,3616,1720,1896,3616,182,126,111,91,355,1005,570,445,208,132,209,182,3616,2962,95,15,380,9,42,113,1769,822,649,173,43,130,947,474,473,3642,3378,2240,789,628,573,9,50,6,46,139,1138,759,182,197,264,137,127,3204,2267,0,2267,2135,132,937,2267,2135,132,64118,1950,1769,500,1269,3477,264,353,617,2860
